,formula,structure,young_modulus,bulk_modulus,shear_modulus,hardness
54,Hf2 Ti1 Mo1 C4,"Full Formula (Hf2 Ti1 Mo1 C4)
Reduced Formula: Hf2TiMoC4
abc   :   4.491483   4.507442   4.507442
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  Ti     0.5   0.5   0",466.1,273.765,191.615,25.25
55,Hf2 V1 Mo1 C4,"Full Formula (Hf2 V1 Mo1 C4)
Reduced Formula: Hf2VMoC4
abc   :   4.448300   4.481262   4.481262
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0     0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0     0    -0
  5  Hf    0     0.5   0.5
  6  Mo    0.5   0     0.5
  7  V     0.5   0.5   0",447.195,279.036,181.36,22.094
56,Hf2 Mo1 W1 C4,"Full Formula (Hf2 Mo1 W1 C4)
Reduced Formula: Hf2MoWC4
abc   :   4.471312   4.509258   4.509258
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0     0
  5  Hf    -0     0.5   0.5
  6  Mo     0.5   0     0.5
  7  W      0.5   0.5   0",470.649,302.802,189.633,21.664
57,Hf1 V1 Cr2 C4,"Full Formula (Hf1 V1 Cr2 C4)
Reduced Formula: HfV(CrC2)2
abc   :   4.260318   4.273003   4.273003
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0     0
  5  Cr    -0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  V      0.5   0.5   0",426.859,284.875,170.707,19.035
58,Hf2 Zr1 Mo1 C4,"Full Formula (Hf2 Zr1 Mo1 C4)
Reduced Formula: Hf2ZrMoC4
abc   :   4.588357   4.582708   4.582708
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b     c
---  ----  ---  ---  ----
  0  C     0    0.5   0
  1  C     0.5  0     0
  2  C     0    0     0.5
  3  C     0.5  0.5   0.5
  4  Hf    0    0     0
  5  Hf    0    0.5   0.5
  6  Mo    0.5  0     0.5
  7  Zr    0.5  0.5  -0",456.17,263.681,188.241,25.611
59,Hf2 Nb2 C4,"Full Formula (Hf2 Nb2 C4)
Reduced Formula: HfNbC2
abc   :   4.550442   4.566537   4.566537
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0     0     0
  5  Hf    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Nb     0.5   0.5   0",478.206,279.104,196.883,25.963
61,Hf2 Ta1 Nb1 C4,"Full Formula (Hf2 Ta1 Nb1 C4)
Reduced Formula: Hf2TaNbC4
abc   :   4.545922   4.561973   4.561973
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Nb     0.5   0     0.5
  7  Ta     0.5   0.5  -0",497.751,287.57,205.424,27.127
62,Hf2 Ti1 Nb1 C4,"Full Formula (Hf2 Ti1 Nb1 C4)
Reduced Formula: Hf2TiNbC4
abc   :   4.529667   4.540281   4.540281
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5   0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0    -0     0
  5  Hf    0     0.5   0.5
  6  Nb    0.5   0     0.5
  7  Ti    0.5   0.5   0",469.722,265.823,194.826,27.099
63,Hf2 Nb1 V1 C4,"Full Formula (Hf2 Nb1 V1 C4)
Reduced Formula: Hf2NbVC4
abc   :   4.489325   4.512258   4.512258
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5   0    0
  2  C     -0     0    0.5
  3  C      0.5   0.5  0.5
  4  Hf    -0     0    0
  5  Hf    -0     0.5  0.5
  6  Nb     0.5  -0    0.5
  7  V      0.5   0.5  0",462.903,270.001,190.611,25.447
64,Hf2 Nb1 W1 C4,"Full Formula (Hf2 Nb1 W1 C4)
Reduced Formula: Hf2NbWC4
abc   :   4.509362   4.533090   4.533090
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0     0
  5  Hf    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  W      0.5   0.5  -0",474.14,296.231,192.234,22.914
65,Hf2 Zr1 Nb1 C4,"Full Formula (Hf2 Zr1 Nb1 C4)
Reduced Formula: Hf2ZrNbC4
abc   :   4.618390   4.616362   4.616362
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0     0
  5  Hf     0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Zr     0.5   0.5   0",452.014,256.712,187.319,26.266
68,Hf1 Cr2 W1 C4,"Full Formula (Hf1 Cr2 W1 C4)
Reduced Formula: HfCr2WC4
abc   :   4.317117   4.326985   4.326985
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0    -0
  5  Cr     0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  W      0.5   0.5   0",438.785,304.097,174.188,18.153
73,Hf2 Ta2 C4,"Full Formula (Hf2 Ta2 C4)
Reduced Formula: HfTaC2
abc   :   4.541874   4.557574   4.557574
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Hf     0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  Ta     0.5   0.5   0",516.372,296.753,213.379,28.039
74,Hf2 Ta1 Ti1 C4,"Full Formula (Hf2 Ta1 Ti1 C4)
Reduced Formula: Hf2TaTiC4
abc   :   4.524094   4.535931   4.535931
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0     0
  5  Hf    -0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  Ti     0.5   0.5  -0",487.751,275.372,202.421,27.883
75,Hf2 Ta1 V1 C4,"Full Formula (Hf2 Ta1 V1 C4)
Reduced Formula: Hf2TaVC4
abc   :   4.485887   4.509137   4.509137
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Hf     0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  V      0.5   0.5   0",476.666,279.618,196.016,25.678
76,Hf2 Ta1 W1 C4,"Full Formula (Hf2 Ta1 W1 C4)
Reduced Formula: Hf2TaWC4
abc   :   4.502221   4.532308   4.532308
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  W      0.5   0.5  -0",484.778,305.098,196.238,22.957
77,Hf2 Zr1 Ta1 C4,"Full Formula (Hf2 Zr1 Ta1 C4)
Reduced Formula: Hf2ZrTaC4
abc   :   4.611298   4.610484   4.610484
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Hf    -0    0     0
  5  Hf    -0    0.5   0.5
  6  Ta     0.5  0     0.5
  7  Zr     0.5  0.5  -0",469.839,265.59,194.928,27.157
78,Hf2 Ti2 C4,"Full Formula (Hf2 Ti2 C4)
Reduced Formula: HfTiC2
abc   :   4.501171   4.517057   4.517057
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0    -0
  5  Hf     0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Ti     0.5   0.5   0",436.893,252.369,180.315,24.929
79,Hf1 Zr1 Cr2 C4,"Full Formula (Hf1 Zr1 Cr2 C4)
Reduced Formula: HfZr(CrC2)2
abc   :   4.355680   4.449531   4.449531
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0    -0     0
  5  Cr    -0     0.5   0.5
  6  Hf     0.5   0     0.5
  7  Zr     0.5   0.5  -0",382.865,248.736,153.952,18.544
80,Hf2 Ti1 V1 C4,"Full Formula (Hf2 Ti1 V1 C4)
Reduced Formula: Hf2TiVC4
abc   :   4.453452   4.484494   4.484494
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Hf     0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  V      0.5   0.5  -0",442.64,257.886,182.317,24.765
81,Hf2 Ti1 W1 C4,"Full Formula (Hf2 Ti1 W1 C4)
Reduced Formula: Hf2TiWC4
abc   :   4.486718   4.501509   4.501509
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5   0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0    -0     0
  5  Hf    0     0.5   0.5
  6  Ti    0.5   0     0.5
  7  W     0.5   0.5  -0",489.121,285.332,201.401,26.369
82,Hf2 Zr1 Ti1 C4,"Full Formula (Hf2 Zr1 Ti1 C4)
Reduced Formula: Hf2ZrTiC4
abc   :   4.600942   4.597567   4.597567
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Hf     0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Zr     0.5   0.5   0",424.736,242.711,175.752,24.948
83,Hf2 V2 C4,"Full Formula (Hf2 V2 C4)
Reduced Formula: HfVC2
abc   :   4.399884   4.455553   4.455553
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0    -0
  5  Hf    -0     0.5   0.5
  6  V      0.5  -0     0.5
  7  V      0.5   0.5  -0",458.684,264.396,189.404,25.829
84,Hf2 V1 W1 C4,"Full Formula (Hf2 V1 W1 C4)
Reduced Formula: Hf2VWC4
abc   :   4.447539   4.475711   4.475711
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0     0     0
  5  Hf    -0     0.5   0.5
  6  V      0.5   0     0.5
  7  W      0.5   0.5   0",463.277,289.824,187.776,22.514
85,Hf2 Zr1 V1 C4,"Full Formula (Hf2 Zr1 V1 C4)
Reduced Formula: Hf2ZrVC4
abc   :   4.569836   4.561836   4.561836
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  V      0.5  -0     0.5
  7  Zr     0.5   0.5   0",423.206,246.319,174.353,24.09
86,Hf2 W2 C4,"Full Formula (Hf2 W2 C4)
Reduced Formula: HfWC2
abc   :   4.464797   4.507523   4.507523
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Hf     0     0.5   0.5
  6  W      0.5   0     0.5
  7  W      0.5   0.5   0",474.791,312.086,190.459,20.993
87,Hf2 Zr1 W1 C4,"Full Formula (Hf2 Zr1 W1 C4)
Reduced Formula: Hf2ZrWC4
abc   :   4.580100   4.576324   4.576324
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Hf     0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Zr     0.5   0.5   0",476.323,273.585,196.856,26.638
88,Hf2 Zr2 C4,"Full Formula (Hf2 Zr2 C4)
Reduced Formula: HfZrC2
abc   :   4.677377   4.677097   4.677097
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C      0     0.5  0
  1  C      0.5  -0    0
  2  C     -0     0    0.5
  3  C      0.5   0.5  0.5
  4  Hf    -0     0    0
  5  Hf    -0     0.5  0.5
  6  Zr     0.5   0    0.5
  7  Zr     0.5   0.5  0",424.252,238.223,176.304,25.72
89,Hf1 Mo3 C4,"Full Formula (Hf1 Mo3 C4)
Reduced Formula: HfMo3C4
abc   :   4.435131   4.435131   4.435131
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0     0
  5  Mo    -0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  Mo     0.5   0.5  -0",450.162,319.357,177.92,17.734
90,Cr2 Mo2 C4,"Full Formula (Cr2 Mo2 C4)
Reduced Formula: CrMoC2
abc   :   4.235857   4.254033   4.254033
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0    -0
  5  Cr     0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  Mo     0.5   0.5   0",425.546,337.81,164.935,14.009
91,Hf1 Nb1 Mo2 C4,"Full Formula (Hf1 Nb1 Mo2 C4)
Reduced Formula: HfNb(MoC2)2
abc   :   4.462256   4.462256   4.463932
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0    -0     0
  5  Mo    0     0.5   0.5
  6  Mo    0.5  -0     0.5
  7  Nb    0.5   0.5   0",449.541,307.928,178.86,18.835
93,Hf1 Ta1 Mo2 C4,"Full Formula (Hf1 Ta1 Mo2 C4)
Reduced Formula: HfTa(MoC2)2
abc   :   4.458141   4.458141   4.469725
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0     0
  5  Mo     0     0.5   0.5
  6  Mo     0.5   0     0.5
  7  Ta     0.5   0.5   0",488.266,317.236,196.33,21.823
94,Hf1 Ti1 Mo2 C4,"Full Formula (Hf1 Ti1 Mo2 C4)
Reduced Formula: HfTi(MoC2)2
abc   :   4.434773   4.434773   4.410899
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  C     0    0.5  0
  1  C     0.5  0    0
  2  C     0    0    0.5
  3  C     0.5  0.5  0.5
  4  Hf    0    0    0
  5  Mo    0    0.5  0.5
  6  Mo    0.5  0    0.5
  7  Ti    0.5  0.5  0",473.866,301.972,191.312,22.128
95,Hf1 V1 Mo2 C4,"Full Formula (Hf1 V1 Mo2 C4)
Reduced Formula: HfV(MoC2)2
abc   :   4.397046   4.397046   4.394920
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0     0     0
  5  Mo    -0     0.5   0.5
  6  Mo     0.5   0     0.5
  7  V      0.5   0.5  -0",449.78,308.647,178.893,18.782
96,Hf1 Mo2 W1 C4,"Full Formula (Hf1 Mo2 W1 C4)
Reduced Formula: HfMo2WC4
abc   :   4.431179   4.431179   4.438051
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0    -0
  5  Mo    -0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  W      0.5   0.5   0",470.353,328.736,186.421,18.751
97,Hf1 Zr1 Mo2 C4,"Full Formula (Hf1 Zr1 Mo2 C4)
Reduced Formula: HfZr(MoC2)2
abc   :   4.524894   4.524894   4.486908
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0    -0     0
  5  Mo    0     0.5   0.5
  6  Mo    0.5  -0     0.5
  7  Zr    0.5   0.5  -0",463.787,283.147,188.992,23.515
98,Hf1 Nb2 Mo1 C4,"Full Formula (Hf1 Nb2 Mo1 C4)
Reduced Formula: HfNb2MoC4
abc   :   4.500046   4.487928   4.487928
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  C     0    0.5  0
  1  C     0.5  0    0
  2  C     0    0    0.5
  3  C     0.5  0.5  0.5
  4  Hf    0    0    0
  5  Mo    0    0.5  0.5
  6  Nb    0.5  0    0.5
  7  Nb    0.5  0.5  0",484.218,296.773,197.147,24.025
100,Hf1 Ta2 Mo1 C4,"Full Formula (Hf1 Ta2 Mo1 C4)
Reduced Formula: HfTa2MoC4
abc   :   4.495516   4.483949   4.483949
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0    -0    -0
  5  Mo     0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  Ta     0.5   0.5   0",513.674,317.441,208.759,24.615
101,Nb1 Cr2 Mo1 C4,"Full Formula (Nb1 Cr2 Mo1 C4)
Reduced Formula: NbCr2MoC4
abc   :   4.267203   4.284893   4.284893
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Cr     0    0     0
  5  Cr    -0    0.5   0.5
  6  Mo     0.5  0     0.5
  7  Nb     0.5  0.5  -0",433.842,318.385,170.416,16.297
102,Hf1 Ti2 Mo1 C4,"Full Formula (Hf1 Ti2 Mo1 C4)
Reduced Formula: HfTi2MoC4
abc   :   4.425202   4.423523   4.423523
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf    -0     0    -0
  5  Mo     0     0.5   0.5
  6  Ti     0.5   0     0.5
  7  Ti     0.5   0.5  -0",467.599,280.265,191.336,24.417
103,Hf1 V2 Mo1 C4,"Full Formula (Hf1 V2 Mo1 C4)
Reduced Formula: HfV2MoC4
abc   :   4.349658   4.355522   4.355522
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0     0
  5  Mo     0     0.5   0.5
  6  V      0.5   0     0.5
  7  V      0.5   0.5  -0",479.436,294.344,195.126,23.798
104,Hf1 Mo1 W2 C4,"Full Formula (Hf1 Mo1 W2 C4)
Reduced Formula: HfMo(WC2)2
abc   :   4.430095   4.433283   4.433283
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5   0     0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Hf    0    -0    -0
  5  Mo    0     0.5   0.5
  6  W     0.5  -0     0.5
  7  W     0.5   0.5  -0",496.406,339.162,197.604,20.223
105,Hf1 Zr2 Mo1 C4,"Full Formula (Hf1 Zr2 Mo1 C4)
Reduced Formula: HfZr2MoC4
abc   :   4.595465   4.600485   4.600485
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b     c
---  ----  ---  ---  ----
  0  C     0    0.5  -0
  1  C     0.5  0    -0
  2  C     0    0     0.5
  3  C     0.5  0.5   0.5
  4  Hf    0    0    -0
  5  Mo    0    0.5   0.5
  6  Zr    0.5  0     0.5
  7  Zr    0.5  0.5  -0",439.818,253.701,181.583,25.101
106,Hf1 Nb3 C4,"Full Formula (Hf1 Nb3 C4)
Reduced Formula: HfNb3C4
abc   :   4.520195   4.520195   4.520195
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0     0     0
  5  Nb    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Nb     0.5   0.5  -0",524.565,290.574,218.729,30.218
108,Hf1 Ta1 Nb2 C4,"Full Formula (Hf1 Ta1 Nb2 C4)
Reduced Formula: HfTa(NbC2)2
abc   :   4.516647   4.516647   4.517095
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b    c
---  ----  ---  ----  ---
  0  C     0     0.5  0
  1  C     0.5  -0    0
  2  C     0    -0    0.5
  3  C     0.5   0.5  0.5
  4  Hf    0    -0    0
  5  Nb    0     0.5  0.5
  6  Nb    0.5  -0    0.5
  7  Ta    0.5   0.5  0",536.111,299.709,223.031,30.15
109,Hf1 Ti1 Nb2 C4,"Full Formula (Hf1 Ti1 Nb2 C4)
Reduced Formula: HfTi(NbC2)2
abc   :   4.495313   4.495313   4.486834
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0    -0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Hf    -0    0    -0
  5  Nb    -0    0.5   0.5
  6  Nb     0.5  0     0.5
  7  Ti     0.5  0.5  -0",476.718,280.648,195.875,25.52
110,Hf1 Nb2 V1 C4,"Full Formula (Hf1 Nb2 V1 C4)
Reduced Formula: HfNb2VC4
abc   :   4.459301   4.459301   4.462042
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Hf     0    -0    -0
  5  Nb    -0     0.5   0.5
  6  Nb     0.5   0     0.5
  7  V      0.5   0.5   0",505.556,285.315,209.83,28.555
111,Hf1 Nb2 W1 C4,"Full Formula (Hf1 Nb2 W1 C4)
Reduced Formula: HfNb2WC4
abc   :   4.482305   4.482305   4.498966
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Hf    -0    0     0
  5  Nb     0    0.5   0.5
  6  Nb     0.5  0     0.5
  7  W      0.5  0.5  -0",489.302,307.358,198.15,23.175
112,Nb1 Cr3 C4,"Full Formula (Nb1 Cr3 C4)
Reduced Formula: NbCr3C4
abc   :   4.200891   4.200891   4.200891
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Cr    0    -0    -0
  5  Cr    0     0.5   0.5
  6  Cr    0.5  -0     0.5
  7  Nb    0.5   0.5   0",399.094,310.898,155.163,13.839
